timestamp,cpuLoad,systemLoadAvg,commitedHeap,systemLoad,threads,users,totalRequests,rejections,requests,hits,hits_last_min,bw,netdata_STATS_GNODEB_bps_average
1665155019.367377,0.03809523809523809,0.34,88.5,0.03635432667690732,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2904556,['192.168.22.212'],117,2997314,208,13.72578379313151,14914473.649999999
1665155079.524505,0.036787934372770816,0.28,88.5,0.03586712859180762,499,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2904670,['192.168.22.212'],114,2997520,206,13.061595153808593,14136661.35
1665155139.671632,0.03692026037428804,0.38,88.5,0.03976810414971522,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2904779,['192.168.22.212'],109,2997720,204,12.809169006347656,14324175.76666665
1665155199.8137352,0.038878201883162905,0.25,88.5,0.037153269892690834,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2904893,['192.168.22.212'],114,2997926,196,12.877427673339843,14564689.5
1665155259.965479,0.03794530225047936,0.17,88.5,0.03592693510949642,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2905005,['192.168.22.212'],112,2998126,202,13.447420247395833,15034319.033333324
1665155320.1291592,0.039207801347139845,0.11,88.5,0.037498743339700415,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2905120,['192.168.22.212'],115,2998332,202,13.67094472249349,14655027.75
1665155380.2387576,0.038287609285498944,0.22,88.5,0.04813586574213647,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2905232,['192.168.22.212'],112,2998534,204,13.150203959147136,14390871.05
1665155440.33988,0.039723661485319514,0.3,88.5,0.042638169257340236,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2905351,['192.168.22.212'],119,2998748,204,13.140220133463542,15233422.333333325
1665155500.4812229,0.0400398406374502,0.26,88.5,0.03884462151394422,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2905471,['192.168.22.212'],120,2998966,218,14.113195292154948,15418030.483333323
1665155560.618375,0.03866414869297287,0.12,88.5,0.03617930623198489,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2905586,['192.168.22.212'],115,2999172,214,14.027318318684896,15212505.933333324
1665155620.740827,0.037026037026037024,0.14,88.5,0.036036036036036036,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2905701,['192.168.22.212'],115,2999380,206,13.379441833496093,13936373.916666675
1665155680.879479,0.03803220389212684,0.19,88.5,0.03585893509829102,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2905816,['192.168.22.212'],115,2999586,208,11.697996520996094,13840553.566666674
1665155741.0257843,0.037897430849493055,0.38,88.5,0.03562992125984252,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2905929,['192.168.22.212'],113,2999788,208,13.383345031738282,14488807.749999976
1665155801.1941395,0.037243947858473,0.21,88.5,0.03518572968734686,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2906038,['192.168.22.212'],109,2999984,196,13.220199076334636,14377136.100000024
1665155861.3242404,0.035763142466288846,0.12,88.5,0.03342128408091469,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2906148,['192.168.22.212'],110,3000180,200,12.891938273111979,14191311.649999999
1665155921.489743,0.036799065420560745,0.08,88.5,0.03436526479750778,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2906260,['192.168.22.212'],112,3000374,190,12.38978271484375,13577827.766666675
1665155981.645047,0.018867924528301886,0.38,88.5,0.03773584905660377,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2906374,['192.168.22.212'],114,3000576,200,12.588545735677084,14199868.533333326
1665156041.8060317,0.03733719247467438,0.37,88.5,0.03579698957931301,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2906489,['192.168.22.212'],115,3000782,202,13.199116516113282,15038084.450000025
1665156101.962882,0.037525257384778216,0.2,88.5,0.03502357355912634,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2906599,['192.168.22.212'],110,3000986,202,13.42578582763672,14711009.066666674
1665156162.0922613,0.03827338129496403,0.32,88.5,0.03644734318051026,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2906714,['192.168.22.212'],115,3001192,204,13.438440450032552,14464131.600000001
1665156222.2464774,0.03902065799540933,0.15,88.5,0.042654934965570004,499,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2906829,['192.168.22.212'],115,3001400,204,13.094982401529949,14788065.03333335
1665156282.4147327,0.03844323912836616,0.18,88.5,0.03654010847844704,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2906946,['192.168.22.212'],117,3001610,210,13.803093973795573,15381666.516666673
1665156342.5646417,0.040527714502657554,0.41,88.5,0.038154897494305236,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2907063,['192.168.22.212'],117,3001820,208,13.702691141764323,14584390.516666675
1665156402.6597853,0.04054950260540029,0.24,88.5,0.03827569872098532,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2907181,['192.168.22.212'],118,3002034,210,13.069618733723958,14862087.133333351
1665156462.7754822,0.04076806659099508,0.21,88.5,0.037835792659856225,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2907302,['192.168.22.212'],121,3002252,216,13.680937194824219,15060608.5
1665156522.876394,0.04165092557612391,0.07,88.5,0.0516622591613147,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2907419,['192.168.22.212'],117,3002464,216,13.721950276692708,16313634.433333324
1665156583.0464778,0.0402779081776359,0.25,88.5,0.03905736550558633,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2907536,['192.168.22.212'],117,3002674,210,15.690858459472656,16549362.783333324
1665156643.2003694,0.04052713617684568,0.5,88.5,0.046336970384015866,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2907653,['192.168.22.212'],117,3002884,210,14.093894958496094,15328329.63333335
1665156703.3706424,0.0420434417824182,0.41,88.5,0.039806096765171994,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2907774,['192.168.22.212'],121,3003104,216,13.911177062988282,15507043.96666665
1665156763.54534,0.03841860465116279,0.44,88.5,0.03572093023255814,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2907889,['192.168.22.212'],115,3003310,218,13.682347615559896,14770388.53333335
