timestamp,cpuLoad,systemLoadAvg,commitedHeap,systemLoad,threads,users,totalRequests,rejections,requests,hits,hits_last_min,bw,netdata_STATS_GNODEB_bps_average
1665165244.3753643,0.05056427715780846,0.26,88.5,0.05491457032973961,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2927346,['192.168.22.212'],154,3038944,292,20.156959025065103,22903758.66666663
1665165304.4686286,0.04844094488188977,0.26,88.5,0.04516535433070866,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2927494,['192.168.22.212'],148,3039216,282,19.5389404296875,18937586.133333333
1665165364.587037,0.05157255506208647,0.09,88.5,0.05293211275265114,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2927644,['192.168.22.212'],150,3039494,272,17.41424051920573,19317016.2
1665165424.7248313,0.04899930986887509,0.11,88.5,0.045548654244306416,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2927797,['192.168.22.212'],153,3039776,280,17.309854125976564,18789082.355555568
1665165484.8750603,0.05079225903425816,0.32,88.5,0.0472223961921463,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2927944,['192.168.22.212'],147,3040046,280,17.02718760172526,19924052.04444443
1665165544.9862316,0.04855036240939765,0.28,88.5,0.04567608097975506,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2928089,['192.168.22.212'],145,3040314,268,18.510552469889323,20558916.19999997
1665165605.090982,0.052615134662250825,0.17,88.5,0.04873781554611347,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2928246,['192.168.22.212'],157,3040604,270,17.76195373535156,19113765.044444468
1665165665.236419,0.053829479768786125,0.45,88.5,0.05354046242774567,499,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2928407,['192.168.22.212'],161,3040904,288,17.788264973958334,20115008.822222203
1665165725.4244921,0.053014747059921596,0.34,88.5,0.048410179827017605,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2928567,['192.168.22.212'],160,3041200,300,18.558028666178384,20641871.55
1665165785.5880747,0.052132407636994796,0.26,88.5,0.0477312174559881,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2928723,['192.168.22.212'],156,3041488,294,18.693563842773436,20418157.53333335
1665165845.7472618,0.051473768769696594,0.54,88.5,0.04764258790088364,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2928878,['192.168.22.212'],155,3041776,288,18.553821309407553,19900433.216666676
1665165905.9184425,0.05063837661136125,0.47,88.5,0.0537873180360227,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2929030,['192.168.22.212'],152,3042056,288,17.733067321777344,19112112.900000025
1665165966.0610394,0.05228136882129278,0.49,88.5,0.06432192648922687,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2929182,['192.168.22.212'],152,3042337,278,17.349656677246095,19960501.733333323
1665166026.2144656,0.051562212264440486,0.37,88.5,0.047326744828432875,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2929334,['192.168.22.212'],152,3042618,280,18.11520436604818,19885535.116666675
1665166086.3495202,0.04664259043888107,0.21,88.5,0.043273350471293916,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2929477,['192.168.22.212'],143,3042880,282,17.94886169433594,19850053.59999997
1665166146.5256743,0.050953079178885634,0.2,88.5,0.04655425219941349,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2929625,['192.168.22.212'],148,3043154,260,17.952719116210936,20400491.86666665
1665166206.6867476,0.05079171741778319,0.17,88.5,0.053836784409257,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2929778,['192.168.22.212'],153,3043436,274,18.334552001953124,19453821.1
1665166266.8468785,0.059770114942528735,0.42,88.5,0.31264367816091954,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2929935,['192.168.22.212'],157,3043720,280,17.610704040527345,18797560.433333326
1665166326.9906814,0.052679437439379244,0.38,88.5,0.04855722599418041,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2930092,['192.168.22.212'],157,3044010,282,16.90939229329427,19371543.1
1665166387.1335557,0.05105687117679123,0.39,88.5,0.04597213809812235,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2930246,['192.168.22.212'],154,3044294,292,17.55084482828776,19683953.9
1665166447.2709997,0.05016601267733172,0.22,88.5,0.0463628131602777,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2930400,['192.168.22.212'],154,3044580,286,17.536492919921876,19582384.066666678
1665166507.4193957,0.04648779017184203,0.27,88.5,0.04256858607175158,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2930542,['192.168.22.212'],142,3044840,260,16.605767313639323,18367138.51666665
1665166567.5794442,0.048537273983300294,0.39,88.5,0.0526790004805382,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2930692,['192.168.22.212'],150,3045118,278,18.224969482421876,19939752.533333324
1665166627.7266839,0.051560599918929875,0.44,88.5,0.051722740170247264,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2930846,['192.168.22.212'],154,3045402,282,18.00509592692057,19903309.01666665
1665166687.8366156,0.05277345153947526,0.21,88.5,0.049059542350545104,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2931002,['192.168.22.212'],156,3045690,286,18.359843953450522,20195935.466666676
1665166747.9705515,0.05110885289019069,0.47,88.5,0.047283160977942496,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2931158,['192.168.22.212'],156,3045980,290,18.337716166178385,20333009.733333327
1665166808.1328552,0.052986455039083474,0.21,88.5,0.04892601431980907,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2931316,['192.168.22.212'],158,3046272,292,18.88008270263672,20938118.5
1665166868.2680364,0.05340875260494195,0.27,88.5,0.05626674605537362,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2931475,['192.168.22.212'],159,3046568,296,18.854829915364583,20790792.1
1665166928.4051044,0.053891859774212715,0.39,88.5,0.05300059417706477,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2931639,['192.168.22.212'],164,3046872,300,19.359386698404947,21430447.16666665
1665166988.5497172,0.0531965365911517,0.2,88.5,0.04886727553077927,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2931797,['192.168.22.212'],158,3047166,294,18.757606506347656,20821213.133333348
1665167048.7139752,0.05149580229395767,0.26,88.5,0.04812296778007685,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2931953,['192.168.22.212'],156,3047454,288,18.459514363606772,20397443.033333324
1665167108.8219278,0.051539689106921215,0.23,88.5,0.04710680300254152,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2932108,['192.168.22.212'],155,3047740,286,18.261090596516926,20170909.550000027
1665167168.9872396,0.05380716643092881,0.12,88.5,0.05044790193305045,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2932270,['192.168.22.212'],162,3048042,302,19.41212209065755,21383830.666666675
1665167229.1836133,0.05142823557070648,0.25,88.5,0.04784295286234866,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2932426,['192.168.22.212'],156,3048330,288,18.968365478515626,20795981.250000026
1665167289.3533535,0.05738089650316827,0.34,88.5,0.052863177657826804,499,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2932589,['192.168.22.212'],163,3048634,302,20.990398152669272,23308858.8666667
1665167349.4921932,0.05329667115193354,0.16,88.5,0.04938271604938272,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2932750,['192.168.22.212'],161,3048932,296,20.17762196858724,22395693.333333325
1665167409.6318195,0.05422461142923922,0.39,88.5,0.056152857309804835,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2932911,['192.168.22.212'],161,3049230,298,19.385052490234376,21508792.666666675
1665167469.778245,0.05144188756189921,0.26,88.5,0.048004660646664726,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2933076,['192.168.22.212'],165,3049538,308,18.253592936197915,20405280.283333324
1665167529.9024138,0.05536111994909322,0.44,88.5,0.06615776081424936,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2933239,['192.168.22.212'],163,3049840,300,19.106004333496095,20863762.966666676
1665167590.0566654,0.05148296476870393,0.63,88.5,0.048508761750029016,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2933391,['192.168.22.212'],152,3050122,284,18.251441446940103,20219694.5
1665167650.1627402,0.050466964441092874,0.27,88.5,0.046583130293537535,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2933543,['192.168.22.212'],152,3050402,280,18.737080383300782,20771017.16666665
1665167710.3141954,0.052784054696100584,0.16,88.5,0.04849643664175213,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2933698,['192.168.22.212'],155,3050688,282,17.58602498372396,19503602.933333352
1665167770.4724536,0.04988740689416248,0.41,88.5,0.04670900692840647,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2933847,['192.168.22.212'],149,3050964,280,17.644458516438803,19587333.28333335
1665167830.61418,0.05106922589198225,0.37,88.5,0.0479566545622226,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2933999,['192.168.22.212'],152,3051244,276,17.869854227701822,19453821.033333324
1665167890.7682946,0.04840167639082916,0.43,88.5,0.04914126058016271,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2934148,['192.168.22.212'],149,3051520,274,16.057806905110677,18187898.483333327
1665167950.9094079,0.05480238970588235,0.39,88.5,0.051068474264705885,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2934311,['192.168.22.212'],163,3051822,302,19.51834920247396,21078538.333333325
1665168011.0587215,0.05667087300676838,0.34,88.5,0.059366754617414245,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2934480,['192.168.22.212'],169,3052136,312,20.45784149169922,22532756.050000027
1665168071.1611671,0.052878831280435405,0.27,88.5,0.0483584484042858,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2934638,['192.168.22.212'],158,3052430,294,18.505914815266927,20750818.416666675
1665168131.2907166,0.0550251256281407,0.21,88.5,0.06432160804020101,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2934796,['192.168.22.212'],158,3052722,290,18.562920633951823,20325110.76666665
1665168191.432472,0.05421446099412201,0.28,88.5,0.05021971123666039,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2934954,['192.168.22.212'],158,3053015,294,19.022296142578124,20979382.983333297
1665168251.5737154,0.05185776156826989,0.21,88.5,0.04775200866146219,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2935109,['192.168.22.212'],155,3053302,288,18.335842895507813,20562315.333333325
1665168311.708078,0.050735753650360774,0.18,88.5,0.047326856428612014,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2935259,['192.168.22.212'],150,3053580,277,18.909366861979166,20797404.53333335
1665168371.8759785,0.052938842600464775,0.18,88.5,0.04965141982656011,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2935417,['192.168.22.212'],158,3053872,289,18.087465413411458,20013006.433333322
1665168432.008742,0.05363919569527046,0.32,88.5,0.049334466156896066,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2935578,['192.168.22.212'],161,3054170,298,18.69763641357422,20724866.416666675
1665168492.1301029,0.05392516507703595,0.39,88.5,0.05906089508437271,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2935734,['192.168.22.212'],156,3054460,288,18.979840087890626,20871883.216666672
1665168552.2672093,0.051670704907871755,0.29,88.5,0.049191412633121094,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2935890,['192.168.22.212'],156,3054748,288,18.87474314371745,20888625.900000025
1665168612.4185815,0.05363876850340519,0.37,88.5,0.05031800529070749,499,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2936048,['192.168.22.212'],158,3055041,292,18.982828267415364,21049531.75
1665168672.5805717,0.05214121344783072,0.18,88.5,0.05595779311893136,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2936209,['192.168.22.212'],161,3055336,296,19.924502563476562,21762342.683333352
1665168732.7273538,0.05602335241944538,0.17,88.5,0.0512547016224106,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2936371,['192.168.22.212'],162,3055638,300,19.55389862060547,21882997.833333325
1665168792.8498275,0.05344152210408506,0.09,88.5,0.04958307683698024,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2936534,['192.168.22.212'],163,3055940,304,18.96307373046875,21042006.91666665
1665168853.0073435,0.05518763796909493,0.44,88.5,0.06556291390728478,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2936687,['192.168.22.212'],153,3056222,278,18.646287536621095,20315251.866666675
1665168913.168503,0.05663637883940019,0.26,88.5,0.0523997993199175,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2936857,['192.168.22.212'],170,3056540,314,19.66003672281901,22077376.683333322
1665168973.314096,0.05625800701832563,0.2,88.5,0.05904634581105169,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2937026,['192.168.22.212'],169,3056852,314,19.581859334309897,21432862.83333335
1665169033.4531603,0.05627705627705628,0.22,88.5,0.052616972858966535,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2937193,['192.168.22.212'],167,3057162,310,20.26207987467448,22435097.499999974
1665169093.6211462,0.05540181536417976,0.34,88.5,0.05185964135488156,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2937361,['192.168.22.212'],168,3057472,308,20.506712849934896,22413015.75
1665169153.7707562,0.054963265757056845,0.32,88.5,0.051430781129157,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2937528,['192.168.22.212'],167,3057779,308,19.990929158528647,22210360.833333325
1665169213.933437,0.05347888411070681,0.34,88.5,0.049950380416804496,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2937688,['192.168.22.212'],160,3058076,296,18.665650939941408,20754698.333333325
1665169274.0754755,0.05462254281151919,0.38,88.5,0.05732063212378173,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2937852,['192.168.22.212'],164,3058380,300,19.671639506022135,21741046.599999975
1665169334.2321496,0.051712779973649536,0.28,88.5,0.04825693110074115,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2938007,['192.168.22.212'],155,3058664,290,20.03711446126302,22042100.16666665
1665169394.3742504,0.053265883053117094,0.39,88.5,0.05355548943766736,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2938169,['192.168.22.212'],162,3058962,294,18.424549357096353,20548029.883333325
1665169454.5126631,0.05513619954053167,0.42,88.5,0.05168735984247662,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2938334,['192.168.22.212'],165,3059268,308,18.97541758219401,20869347.71666665
1665169514.6573613,0.05175893100627216,0.24,88.5,0.04914098718298337,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2938493,['192.168.22.212'],159,3059560,290,18.54120788574219,20589177.083333325
1665169574.8313024,0.05141052172965908,0.23,88.5,0.054351377845550594,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2938646,['192.168.22.212'],153,3059842,280,17.885951232910156,19870521.066666674
1665169634.9749055,0.05225097868638538,0.16,88.5,0.04882557633753806,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2938805,['192.168.22.212'],159,3060134,294,19.447080485026042,21255738.850000024
1665169695.0713108,0.058823529411764705,0.37,88.5,0.30666666666666664,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2938970,['192.168.22.212'],165,3060438,296,19.129688008626303,20978114.333333325
1665169755.2345352,0.05360043313481321,0.39,88.5,0.050947482403898216,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2939133,['192.168.22.212'],163,3060734,302,18.755965677897134,21000563.933333322
1665169815.4015546,0.052070941927111494,0.43,88.5,0.04828593057207743,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2939292,['192.168.22.212'],159,3061028,290,18.436495463053387,20224170.250000022
1665169875.5329154,0.05260885987158043,0.27,88.5,0.055684454756380515,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2939449,['192.168.22.212'],157,3061318,288,18.220140584309895,20345803.183333326
1665169935.6792417,0.05425520440081976,0.2,88.5,0.04945795803894073,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2939610,['192.168.22.212'],161,3061618,302,19.039723205566407,20956238.516666677
1665169995.8330224,0.053595890410958906,0.73,88.5,0.058722821434685844,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2939772,['192.168.22.212'],162,3061918,300,18.970134480794272,21165800.200000025
1665170055.9352005,0.05187489941526742,0.3,88.5,0.04892441392629151,499,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2939930,['192.168.22.212'],158,3062212,294,19.03065439860026,20948805.2
1665170116.0706966,0.05563587684069612,0.18,88.5,0.05306559571619813,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2940096,['192.168.22.212'],166,3062519,304,19.699178568522136,21743143.499999974
1665170176.2444158,0.056063278285500506,0.19,88.5,0.0595906151461707,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2940264,['192.168.22.212'],168,3062832,310,20.23986307779948,22324889.166666675
1665170236.3747945,0.055881411965447374,0.2,88.5,0.053481923856244,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2940431,['192.168.22.212'],167,3063144,314,20.03610178629557,22056678.333333325
1665170296.5395463,0.0551611141452758,0.21,88.5,0.056253413435281265,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2940597,['192.168.22.212'],166,3063452,309,20.145101928710936,22243895.666666675
1665170356.6564302,0.05589533585066213,0.17,88.5,0.05286390469605914,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2940762,['192.168.22.212'],165,3063760,309,20.11530049641927,22170021.533333324
1665170416.7761986,0.05444414964181481,0.06,88.5,0.052536616429632775,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2940928,['192.168.22.212'],166,3064062,302,19.15939381917318,21471569.7
1665170476.9184952,0.05642384105960265,0.02,88.5,0.05472847682119205,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2941096,['192.168.22.212'],168,3064374,306,19.681193033854168,21613919.85
1665170537.065149,0.05617858654253068,0.15,88.5,0.0555966991112992,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2941265,['192.168.22.212'],169,3064689,320,20.503429158528647,22765890.66666663
1665170597.21006,0.05495847581827064,0.42,88.5,0.06546165119687347,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2941435,['192.168.22.212'],170,3065006,312,18.808453369140626,20894236.3111111
1665170657.3774266,0.05443824365589133,0.48,88.5,0.05259555649152364,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2941600,['192.168.22.212'],165,3065314,306,19.388927205403647,21942504.844444435
1665170717.5449965,0.054659168549955325,0.35,88.5,0.052924791086350974,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2941763,['192.168.22.212'],163,3065616,304,20.480399576822915,23041311.777777765
1665170777.6957724,0.0545130516825663,0.56,88.5,0.05252122864031869,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2941927,['192.168.22.212'],164,3065922,300,19.7466069539388,22338126.222222198
1665170837.8529491,0.056582046584663696,0.25,88.5,0.0607694320858414,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2942096,['192.168.22.212'],169,3066236,310,18.76935272216797,20819687.911111135
1665170898.0451195,0.055013309671694766,0.35,88.5,0.055636743215031315,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2942267,['192.168.22.212'],171,3066548,318,19.090706888834635,20787407.911111135
1665170958.2018173,0.054291811982718235,0.13,88.5,0.052365832075373486,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2942429,['192.168.22.212'],162,3066850,300,19.33562469482422,21369014.177777767
1665171018.3564434,0.054198711286634796,0.04,88.5,0.052379962585741006,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2942595,['192.168.22.212'],166,3067158,308,19.703903198242188,22114640.0
1665171078.5198793,0.053207488461339006,0.16,88.5,0.05149613649328424,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2942755,['192.168.22.212'],160,3067454,298,19.20605723063151,21295907.066666704
1665171138.6805794,0.0548136980400603,0.16,88.5,0.05879819082489769,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2942919,['192.168.22.212'],164,3067760,300,19.547833251953126,21687023.777777765
1665171198.8253152,0.055888429752066114,0.34,88.5,0.05459710743801653,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2943088,['192.168.22.212'],169,3068073,310,19.76490987141927,21665323.866666667
1665171258.960407,0.056971823717617914,0.18,88.5,0.05516565177004851,499,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2943257,['192.168.22.212'],169,3068390,318,20.30592244466146,22631651.022222202
1665171319.1039577,0.05588462528972444,0.19,88.5,0.0538758691733196,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2943422,['192.168.22.212'],165,3068696,307,20.431393432617188,22393668.8888889
1665171379.236754,0.05467064022197102,0.33,88.5,0.059908544417612904,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2943581,['192.168.22.212'],159,3068990,293,20.78759307861328,22968716.088888902
1665171439.3916907,0.0530923239037043,0.39,88.5,0.053902893734295215,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2943743,['192.168.22.212'],162,3069292,300,20.092462158203126,22072338.2666667
1665171499.5348542,0.05490336802173579,0.4,88.5,0.05223498052081197,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2943908,['192.168.22.212'],165,3069598,306,19.297686767578124,21393972.577777766
1665171559.6515136,0.05564932740013299,0.27,88.5,0.05355224796685591,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2944074,['192.168.22.212'],166,3069908,308,18.56990966796875,20284982.066666666
1665171619.8147244,0.05492540363784999,0.24,88.5,0.052370733701205804,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2944243,['192.168.22.212'],169,3070221,312,19.226607259114584,21132731.377777766
1665171679.954502,0.05541099035665085,0.35,88.5,0.05893157814174193,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2944413,['192.168.22.212'],170,3070538,316,19.246051025390624,21594654.266666666
1665171740.1006672,0.056367041198501874,0.29,88.5,0.06441947565543071,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2944582,['192.168.22.212'],169,3070854,316,20.68268737792969,23051429.177777767
1665171800.2129161,0.05644464766549814,0.29,88.5,0.05441243712848651,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2944749,['192.168.22.212'],167,3071164,308,19.895872497558592,21622026.0888889
1665171860.3317597,0.057703052775943516,0.14,88.5,0.054858536089805454,499,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2944923,['192.168.22.212'],174,3071490,322,20.88249766031901,23053188.166666675
1665171920.4815903,0.05817665838949982,0.24,88.5,0.05574418486798763,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2945098,['192.168.22.212'],175,3071816,328,21.046121724446614,23294713.533333324
1665171980.631598,0.058391944542832565,0.09,89,0.05591256388200172,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2945275,['192.168.22.212'],177,3072146,326,21.4620849609375,23771996.5
1665172040.773023,0.05834287498698865,0.18,89,0.06510877485167066,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13', '192.168.22.3', '192.168.22.5']",2945453,['192.168.22.212'],178,3072480,332,21.396121215820312,23609136.066666674
