timestamp,cpuLoad,systemLoadAvg,commitedHeap,systemLoad,threads,users,totalRequests,rejections,requests,hits,hits_last_min,bw
1663945635.3017719,0.1753713464302827,1.03,103,0.16506947771921418,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",13716,[],616,12041,588,4.999114481608073
1663945695.4668155,0.17043561056891215,0.86,103,0.1592477981432992,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",14325,[],610,12624,582,4.975301742553711
1663945755.6039264,0.16351606805293006,0.9,103,0.15264650283553877,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",14933,[],607,13202,578,4.990863418579101
1663945815.7210798,0.17898923724847918,1.05,103,0.17192982456140352,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",15552,[],610,13792,581,4.93125
1663945875.8946087,0.1689487119981434,1.02,103,0.15966581573450916,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",16144,[],599,14356,571,4.898447291056315
1663945936.0228367,0.1684331797235023,0.81,103,0.1587557603686636,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",16757,[],607,14940,578,4.974335797627767
1663945996.1290283,0.17428243398392654,0.7,103,0.1634902411021814,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",17368,[],611,15524,583,5.007699012756348
1663946056.231843,0.157532675991745,0.78,103,0.22219674386608576,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",17982,[],621,16109,593,5.0472822189331055
1663946116.3263748,0.16875712656784495,1.06,103,0.1594434306569343,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",18597,[],605,16696,576,4.946694056193034
1663946176.4522436,0.17384406165004535,0.87,103,0.16481523464067105,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",19204,[],609,17274,582,4.966712951660156
1663946236.5309055,0.1452122854561879,0.76,103,0.1371131691890671,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",19805,[],616,17846,588,5.038879521687826
1663946296.6928704,0.17362835854594716,0.7,103,0.16030706705802664,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",20425,[],599,18438,568,4.887590662638346
1663946356.840486,0.179384203480589,0.73,103,0.178491744756805,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",21044,[],616,19030,588,5.017025629679362
1663946416.986158,0.174645390070922,0.92,103,0.16467198581560283,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",21663,[],617,19620,588,5.047757403055827
1663946477.1497188,0.17397981570864415,0.71,103,0.16476524791575253,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",22285,[],621,20214,594,5.042405509948731
1663946537.2820137,0.17365661861074705,0.63,103,0.1634258247760542,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",22907,[],620,20806,592,5.0528959274292
1663946597.4355178,0.1735179575941151,0.7,103,0.16378191259195152,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",23523,[],619,21396,588,5.067608388264974
1663946657.5929942,0.17192530585962654,0.6,103,0.16337483898668956,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",24148,[],619,21992,592,5.071058654785157
1663946717.7404943,0.16055437100213218,0.96,103,0.1513859275053305,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",24766,[],627,22582,596,5.1086983998616535
1663946777.8773623,0.179421768707483,0.93,103,0.1673044217687075,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",25377,[],602,23164,576,4.899107678731283
1663946838.0307055,0.1721812434141201,0.91,103,0.1612223393045311,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",25979,[],599,23738,570,4.912893486022949
1663946898.157987,0.17296056749426247,0.81,103,0.16503233882745671,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",26573,[],593,24302,566,4.806395149230957
1663946958.3283262,0.170195101701951,0.83,103,0.16210045662100456,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",27187,[],615,24888,584,5.036701138814291
1663947018.459974,0.17075180226570547,0.64,103,0.16189495365602471,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",27807,[],621,25480,592,5.053569920857748
1663947078.603379,0.17802874743326488,1.09,103,0.16635859519408502,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",28417,[],600,26060,572,4.918694623311361
1663947138.7555149,0.16981899532235104,0.97,103.5,0.161513425549227,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",29024,[],612,26636,584,4.986082522074382
1663947198.8813193,0.170514378290806,0.85,103.5,0.16383151073309032,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",29644,[],613,27228,584,4.989376576741536
1663947258.9991121,0.1725734997986307,0.9,103.5,0.1659617321248741,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",30257,[],612,27814,584,5.011950937906901
1663947319.1578336,0.1714400160224314,0.66,103.5,0.16322851992789905,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",30868,[],613,28396,584,5.002805773417155
1663947379.336302,0.1641233260666459,0.91,103.5,0.2737464964185612,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",31473,[],607,28970,578,4.930187861124675
1663947439.5057845,0.15255905511811022,0.83,103,0.1432788821098209,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",32081,[],617,29550,586,5.053905169169108
1663947499.6475172,0.16910759617262255,0.81,103,0.15934387814879908,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",32688,[],594,30128,566,4.839992586771647
1663947559.7939794,0.17778642287492705,0.81,103,0.16669908578097645,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",33311,[],620,30721,592,5.050187301635742
1663947619.8977242,0.17334107177403751,0.84,103,0.1634429400386847,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",33931,[],613,31314,584,5.026532936096191
1663947680.031005,0.15719467956469166,1.22,103,0.3329302700523982,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",34523,[],604,31875,574,4.912574259440104
1663947740.1591485,0.16443850267379678,0.82,103,0.15584415584415584,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",35109,[],583,32434,556,4.794246419270833
