timestamp,cpuLoad,systemLoadAvg,commitedHeap,systemLoad,threads,users,totalRequests,rejections,requests,hits,hits_last_min,bw
1663983829.4605496,0.17165443252399773,0.89,88.5,0.16261998870694522,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",398604,[],610,378785,580,4.9712926864624025
1663983889.6166532,0.16497747747747746,0.53,88.5,0.26182432432432434,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",399212,[],614,379366,586,5.003416379292806
1663983949.7655272,0.1723009814612868,0.58,88.5,0.16194111232279174,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",399814,[],599,379940,570,4.9263867696126304
1663984009.930566,0.1677384780278671,0.71,88.5,0.1538049303322615,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",400430,[],615,380526,588,5.018847338358561
1663984070.0513124,0.1642969984202212,0.66,88.5,0.26487625065824116,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",401042,[],609,381110,580,4.989129702250163
1663984130.2134762,0.1769590036325895,0.8,88.5,0.16709911779968864,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",401660,[],616,381698,586,5.019813028971354
1663984190.3877356,0.1776416539050536,0.72,88.5,0.16377551020408163,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",402278,[],612,382288,584,4.967340660095215
1663984250.5369422,0.16616616616616617,0.64,88.5,0.15715715715715717,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",402861,[],588,382844,560,4.792256800333659
1663984310.6618166,0.1779201577131592,0.63,88.5,0.16757023164120255,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",403463,[],608,383416,578,4.984799830118815
1663984370.8162541,0.16961651917404127,0.76,88.5,0.15732546705998032,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",404091,[],609,384016,580,4.937322552998861
1663984430.9330077,0.16828793774319065,1.02,88.5,0.15418287937743191,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",404703,[],616,384598,587,5.0463869094848635
1663984491.088384,0.16666666666666669,0.69,88.5,0.1556829035339064,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",405309,[],613,385176,583,5.0036016464233395
1663984551.2458673,0.17513051732320833,0.69,88.5,0.16152019002375298,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",405912,[],595,385750,568,4.867490895589193
1663984611.408049,0.17523364485981308,0.88,88.5,0.16448598130841122,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",406531,[],619,386342,592,5.030462900797526
1663984671.577627,0.17072051399724644,0.99,88.5,0.1564938044974759,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",407133,[],612,386914,584,4.997894795735677
1663984731.7249308,0.17408906882591094,0.78,88.5,0.16194331983805668,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",407735,[],597,387488,568,4.90762456258138
1663984791.8844905,0.17201935767707877,0.76,88.5,0.16542014958205017,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",408340,[],597,388064,568,4.898753992716471
1663984852.024228,0.17378048780487806,0.66,88.5,0.16114982578397213,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",408956,[],612,388651,584,4.951448186238607
1663984912.1784945,0.16706443914081145,0.93,88.5,0.43675417661097854,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",409559,[],611,389226,584,5.027584012349447
1663984972.313945,0.1689075630252101,0.83,88.5,0.16218487394957984,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",410178,[],607,389816,574,4.959167226155599
1663985032.466019,0.16935817805383024,0.74,88.5,0.16024844720496892,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",410795,[],614,390404,588,5.020670700073242
1663985092.6370456,0.1664626682986536,0.72,88.5,0.15952672378620972,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",411408,[],616,390990,588,5.023315175374349
1663985152.8504,0.1767554479418886,0.67,88.5,0.162227602905569,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",412004,[],598,391556,570,4.899486096700032
1663985212.9533353,0.17113564668769715,0.53,88.5,0.16009463722397477,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",412599,[],602,392122,573,4.91216843922933
1663985273.1393557,0.16987053746567282,1.08,88.5,0.31698705374656727,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",413209,[],595,392704,565,4.825679715474447
1663985333.3046663,0.1677443895017117,0.9,88.5,0.1597565614302016,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",413808,[],609,393274,582,4.986528905232747
1663985393.4580514,0.16803584764749813,0.79,88.5,0.160941000746826,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",414420,[],598,393858,568,4.8950861612955725
1663985453.6572013,0.17138653916881205,0.79,88.5,0.16409124356144222,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",415030,[],610,394440,582,4.947589365641276
1663985513.8100133,0.17119073470865,0.93,88.5,0.161418747737966,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",415626,[],607,395006,579,4.984241612752279
1663985573.9323368,0.1708542713567839,0.87,88.5,0.5326633165829147,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",416231,[],590,395584,563,4.858556302388509
1663985634.0680928,0.1770981507823613,1,88.5,0.1682076813655761,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",416848,[],611,396172,582,4.926960055033366
1663985694.2208402,0.17302977232924693,0.92,88.5,0.16637478108581435,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",417471,[],616,396766,586,5.0398965835571286
1663985754.4245236,0.16984402079722705,0.83,88.5,0.1630246271245231,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",418079,[],606,397342,578,4.963855171203614
1663985814.5802848,0.1780496092422698,0.79,88.5,0.16813858695652173,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",418694,[],621,397932,592,5.044416554768881
1663985874.7455587,0.1635875041988579,1.38,88,0.22606650990930466,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",419310,[],612,398518,584,4.969006729125977
1663985934.9067926,0.16898608349900596,0.95,88,0.15970841616964876,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",419904,[],613,399084,582,5.0157825469970705
1663985995.0570402,0.1670488044546348,0.66,88,0.1585325908942024,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",420508,[],589,399657,562,4.849641799926758
1663986055.16843,0.16042954767328343,1.02,88,0.2410540013012362,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",421118,[],606,400240,576,4.896646118164062
1663986115.258535,0.15546218487394958,0.71,88,0.14511958629605687,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",421725,[],609,400818,582,5.012191390991211
1663986175.438499,0.16981736622877283,1.12,88,0.1730214674783723,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",422340,[],605,401402,578,4.891488838195801
1663986235.6423748,0.15531848133040477,0.71,88,0.14621901474741134,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",422946,[],616,401980,584,5.03144900004069
1663986295.7882783,0.1691833590138675,0.77,88,0.16394453004622495,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",423549,[],598,402554,570,4.895885340372721
1663986355.9216385,0.1726883037354562,0.73,88,0.16437098255280072,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",424152,[],608,403130,578,4.969584019978841
1663986416.0646703,0.17702909647779477,0.86,88,0.17488514548238898,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",424763,[],599,403712,572,4.901211929321289
1663986476.232959,0.15034965034965034,1.14,88,0.3846153846153846,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",425371,[],609,404292,580,4.980593808492025
1663986536.390576,0.15827123695976156,0.67,88,0.15380029806259315,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",425977,[],609,404870,579,4.918393516540528
1663986596.5562208,0.16735781990521328,0.56,88,0.15906398104265404,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",426584,[],600,405445,571,4.96373545328776
1663986656.708209,0.1707174231332357,0.66,88,0.163103953147877,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",427185,[],606,406020,580,4.890714073181153
1663986716.8735893,0.16979497545480796,0.81,88,0.16517470401386083,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",427788,[],600,406594,570,4.931128438313802
1663986777.02206,0.16575696638896867,0.85,88,0.1577133007756392,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",428343,[],595,407120,568,4.849931271870931
1663986837.2362094,0.25,0.98,88,0.5,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",428946,[],564,407694,534,4.588278579711914
1663986897.4162357,0.1666200726866089,0.77,88,0.15711490075482248,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",429552,[],598,408272,570,4.872160275777181
1663986957.5629756,0.16446280991735537,0.68,88,0.1560088202866593,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",430160,[],607,408850,577,4.9597428639729815
1663987017.7455447,0.1712571584401418,0.64,88,0.16443959640032724,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",430769,[],605,409430,576,4.93310546875
1663987077.9019115,0.16936353829557713,0.81,88,0.16073354908306364,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",431376,[],609,410009,581,4.9692482630411785
1663987138.0259163,0.16688882964542787,1.36,88,0.16155691815515863,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",431986,[],602,410592,574,4.949762153625488
1663987198.2082484,0.16874833909115067,1.06,88,0.16130746744618654,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",432601,[],609,411174,578,4.950465647379557
1663987258.3691137,0.1651376146788991,0.71,88,0.15614356824731462,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",433206,[],613,411753,588,4.998068110148112
1663987318.5233443,0.17425025853154086,1.15,88,0.16520165460186143,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",433811,[],603,412332,574,4.900188255310058
1663987378.6813319,0.17158245704026676,1.06,88,0.1621760328457788,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",434410,[],601,412900,572,5.0514366149902346
1663987438.8416915,0.16823141334686625,1.16,88,0.16112661760974373,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",435021,[],599,413484,572,4.863924853006998
1663987498.9713917,0.1719103951673798,0.96,88,0.16561792096652403,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",435638,[],613,414072,586,4.981092262268066
1663987559.127472,0.17521902377972465,0.86,88,0.16725087631447172,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",436245,[],613,414650,584,5.037632687886556
1663987619.2632444,0.17561828628528603,0.87,88,0.16612540594554084,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",436853,[],605,415230,576,4.923737525939941
1663987679.3894987,0.17282420034713614,0.92,88,0.16662534093726755,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",437463,[],607,415809,578,4.937004470825196
1663987739.5424838,0.17304369291532953,1,88,0.26067637620340656,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",438053,[],612,416372,584,4.981833330790201
1663987799.648398,0.16931734768779058,0.64,88,0.1617323219965745,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",438651,[],588,416942,558,4.799834823608398
1663987859.7898445,0.17221277629341755,0.69,88,0.1644401263055623,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",439273,[],600,417536,572,4.88998851776123
1663987919.973068,0.16987025468524747,0.76,88,0.16173996635424176,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",439900,[],615,418134,586,5.103655942281088
1663987980.1262355,0.1730078966259871,0.89,88,0.1631969370662838,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",440504,[],622,418710,592,4.999874178568522
1663988040.3501906,0.16587565258661602,0.78,88.5,0.15824436536180309,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",441104,[],607,419278,580,4.930787976582845
1663988100.5109704,0.17777185501066098,1.02,88.5,0.26066098081023453,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",441731,[],599,419878,569,4.924872334798177
1663988160.7071474,0.16778059460705233,0.74,88.5,0.16271030191288316,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",442353,[],624,420472,597,5.114543342590332
1663988220.8498898,0.16480255649395115,0.55,88.5,0.1581830632275736,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",442954,[],618,421044,590,5.022556177775065
1663988281.031886,0.16839729119638824,0.79,88.5,0.16320541760722346,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",443563,[],602,421624,572,4.880185953776041
1663988341.1923492,0.19230769230769232,0.83,88.5,0.39622641509433965,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",444173,[],609,422206,580,5.02063783009847
1663988401.2907538,0.16707671661820622,1.12,88.5,0.15924849027063295,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",444798,[],609,422802,582,4.939696820576986
1663988461.397819,0.16073427356167452,0.93,88.5,0.2182672934855608,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",445371,[],619,423348,590,5.0526479085286455
1663988521.5522838,0.17427937915742794,0.87,88.5,0.16208425720620842,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",445943,[],570,423890,542,4.639724349975586
1663988581.7520082,0.15804409517572582,0.82,88.5,0.15258677144728225,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",446539,[],575,424456,546,4.708359464009603
1663988641.900924,0.16645049718979682,0.95,88.5,0.1588845654993515,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",447148,[],597,425040,566,4.8524777094523115
1663988702.0446591,0.1677780167778017,0.79,88.5,0.1578494623655914,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",447746,[],605,425610,582,4.957986704508463
1663988762.194785,0.16506512919068975,0.74,88.5,0.15716421097587016,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",448310,[],595,426144,564,4.8841597239176435
1663988822.2992446,0.1720384204909285,0.6,88.5,0.16026461801109687,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",448917,[],564,426722,538,4.556613413492839
1663988882.4801297,0.16091954022988508,0.93,88.5,0.3936781609195402,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",449521,[],605,427298,576,4.918590227762858
1663988942.6277304,0.1663883089770355,0.68,88.5,0.16120275631655878,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",450128,[],602,427876,574,4.925346310933431
1663989002.792177,0.17029661895872225,0.64,88.5,0.16262186268409043,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",450744,[],609,428464,578,5.002504793802897
1663989062.8951886,0.16196598921609293,0.8,88.5,0.15470759021153047,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",451356,[],609,429048,582,4.98477725982666
1663989123.0196488,0.16673545191910855,0.91,88.5,0.15889393314073463,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",451965,[],612,429628,584,4.971881357828776
1663989183.1441958,0.1679006448531168,0.98,88.5,0.25961308812992595,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",452573,[],607,430208,578,4.971574719746908
1663989243.3288972,0.17008321493809622,1.23,88.5,0.16500913334686423,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",453185,[],609,430792,579,4.962987454732259
1663989303.460195,0.16582813443348762,1.13,88.5,0.1610305958132045,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",453775,[],608,431354,581,4.971069717407227
1663989363.5928848,0.16793587174348698,0.99,88.5,0.16432865731462926,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",454388,[],591,431936,562,4.8109646479288735
1663989423.7260768,0.1734877221002196,0.99,88.5,0.1651028149331204,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",455000,[],608,432520,580,5.0100608189900715
1663989483.8137877,0,1.38,88.5,0,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",455595,[],613,433088,584,4.948835945129394
1663989543.9500365,0.16971020246129417,1.22,88.5,0.16256450972608177,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",456186,[],597,433650,565,4.873583221435547
1663989604.1252496,0.16870078740157482,1.01,88.5,0.1629600472347963,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",456800,[],587,434232,561,4.801680437723795
1663989664.272127,0.16881091617933724,0.81,88.5,0.1625730994152047,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",457401,[],610,434808,582,4.979205385843913
1663989724.4550076,0.16889664533643592,0.77,88.5,0.16207832493214425,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",458012,[],603,435390,574,4.908964538574219
1663989784.5966907,0.1675,0.62,88.5,0.16112286098827147,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",458617,[],608,435966,578,4.972320111592611
1663989844.7475576,0.17101449275362318,0.69,88.5,0.5159420289855072,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",459229,[],603,436550,574,4.934349123636881
1663989904.8917341,0.1680927933067123,0.72,88.5,0.16752234265069404,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",459842,[],609,437132,584,4.996150271097819
1663989965.0337029,0.16874292185730463,0.58,88.5,0.16251415628539073,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",460447,[],605,437708,574,4.928872617085775
1663990025.1418839,0.17291391975889997,1.05,88.5,0.16591337099811676,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",461063,[],611,438296,584,4.9748277028401695
1663990085.273406,0.17080919454307608,1.12,88.5,0.16632405157914407,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",461686,[],615,438890,586,5.072953732808431
1663990145.4277215,0.16184971098265896,0.96,88.5,0.3892100192678227,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",462283,[],623,439458,592,5.015126419067383
1663990205.5518012,0.1669449081803005,0.85,88.5,0.1591246290801187,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",462894,[],593,440040,568,4.830594762166341
1663990265.716949,0.1729058561897702,0.85,88.5,0.16011860637509265,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",463509,[],611,440628,582,5.013617261250814
1663990325.8438017,0.15910753474762251,0.88,88.5,0.1528895391367959,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",464108,[],613,441198,584,5.005850410461425
1663990386.0316393,0.17211169921518527,0.58,88.5,0.1642635517430188,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",464713,[],598,441772,568,4.8798472086588545
1663990446.201341,0.16961705202312138,0.65,88.5,0.16278229448961154,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",465324,[],602,442356,574,4.9072827657063804
1663990506.3541071,0.1760689902982393,0.79,88.5,0.16546891843334532,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",465937,[],613,442940,586,4.980390040079753
1663990566.4912355,0.16681502581449173,0.87,88.5,0.16058394160583941,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",466545,[],611,443520,582,4.995455106099446
1663990626.6575618,0.17009943181818182,0.88,88.5,0.15962357954545453,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",467157,[],611,444104,584,4.95867608388265
1663990686.8780243,0.163196894848271,1.04,88.5,0.15561044460127027,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",467757,[],596,444674,568,4.946252759297689
1663990747.0307024,0.1682406435816719,1.16,88.5,0.1776845050717034,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",468357,[],598,445246,568,4.830412419637044
1663990807.2562144,0.164875173370319,0.97,88.5,0.1579403606102635,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",468954,[],594,445812,566,4.888831392923991
1663990867.4017725,0.1635361020161985,0.75,88.5,0.21165115477421578,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",469563,[],610,446396,582,4.9735612869262695
1663990927.5505352,0.16932305055698374,0.82,88.5,0.1580119965724079,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",470170,[],606,446974,575,4.89380734761556
1663990987.6985562,0.16967324710687542,0.7,88.5,0.1590947762463842,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",470766,[],595,447540,567,4.873700332641602
1663991047.827627,0.16509274873524452,0.87,88.5,0.15733558178752108,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",471362,[],593,448108,566,4.8317218780517575
1663991107.9782224,0.1668619246861925,0.8,88.5,0.1613389121338912,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",471970,[],607,448688,578,4.955874824523926
1663991168.1570034,0.1620093147039255,0.77,88.5,0.15637997005489934,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",472571,[],599,449258,570,4.912615585327148
1663991228.3224492,0.16878402903811254,0.78,88.5,0.16232266578686905,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",473182,[],608,449840,580,4.944822629292806
1663991288.422222,0.1687324409188564,0.65,88.5,0.15950413223140494,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",473793,[],612,450424,584,4.96137326558431
1663991348.5806303,0.1687202234269755,0.43,88.5,0.15919172005914242,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",474397,[],603,451000,572,4.90665766398112
1663991408.7408264,0.16890124264224984,0.71,88.5,0.1603989535644212,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",474994,[],593,451568,566,4.8531099319458
1663991468.9220023,0.171664775490355,0.72,88.5,0.16307343167450153,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",475603,[],609,452148,580,4.989402961730957
1663991529.0557778,0.16127984407990906,1.02,88.5,0.20302095176222187,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",476193,[],589,452710,561,4.784152285257975
1663991589.2066448,0.17027764403787513,0.85,88.5,0.15840154068367837,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",476798,[],605,453286,574,4.929349327087403
1663991649.3969243,0.16970278044103548,1.34,88.5,0.18852851893273687,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",477411,[],608,453869,581,4.96321455637614
1663991709.5721278,0.16585365853658535,1.15,88.5,0.15843297671491502,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",478011,[],603,454442,576,4.926135190327963
1663991769.6750698,0.16826998896073175,0.82,88.5,0.15646687697160885,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",478618,[],602,455020,572,4.900826644897461
1663991829.8120503,0.1675540244284372,0.54,88.5,0.15815847165674912,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",479220,[],601,455594,574,4.926867294311523
1663991889.9344277,0.16877637130801687,0.77,88.5,0.1583059853102047,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",479819,[],598,456164,568,4.852471160888672
1663991950.0638583,0.16564952048823017,1.1,88.5,0.35396687009590233,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",480427,[],606,456744,578,4.950355148315429
1663992010.202022,0.1723763757556968,0.78,88.5,0.16155038759689921,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",481041,[],610,457328,582,5.000289980570475
1663992070.3311255,0.16924027177269918,0.78,88.5,0.157041383570105,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",481639,[],598,457898,570,4.849186070760092
1663992130.4720836,0.16938461538461538,0.8,88.5,0.1566153846153846,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",482250,[],611,458482,580,4.998604647318522
1663992190.5478587,0.17287356321839079,0.74,88.5,0.1621455938697318,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",482866,[],612,459068,584,5.00663522084554
1663992250.710862,0.1674035676170148,1.12,88.5,0.15629765172308632,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",483471,[],606,459646,578,4.944008763631185
1663992310.8792984,0.16649056603773585,1.01,88.5,0.1589433962264151,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",484074,[],602,460218,574,4.956390508015951
1663992371.0356557,0.16781954887218042,0.72,88.5,0.15849624060150375,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",484674,[],596,460792,566,4.821458752950033
1663992431.190672,0.1629484473922219,0.81,88.5,0.20168827253542357,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",485275,[],605,461364,576,4.919417190551758
1663992491.3599174,0.16691483025610482,0.58,88.5,0.15664085765336508,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",485879,[],599,461938,570,4.868648338317871
1663992551.5359592,0.17152582507029746,0.67,88.5,0.159982240639337,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",486476,[],596,462506,570,4.842244084676107
1663992611.6677008,0.16215818876800941,0.86,88.5,0.15274919141428991,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",487067,[],595,463070,564,4.894539896647135
1663992671.8415506,0.15644665593443582,1.01,88.5,0.19478998975559783,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",487637,[],569,463610,542,4.636748886108398
1663992732.0062954,0.16463059918557302,0.66,88.5,0.15372309482257127,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",488239,[],595,464182,568,4.844933700561524
1663992792.1343594,0.16577151981419655,0.77,88.5,0.15285237334881696,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",488832,[],593,464748,564,4.839305877685547
1663992852.2974126,0.1723290443834032,0.84,88.5,0.15902848055515398,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",489436,[],601,465322,572,4.894710922241211
1663992912.3899817,0.16945486010960484,0.71,88.5,0.15589847130083645,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",490049,[],610,465906,582,4.983111508687338
1663992972.5145326,0.17180996124587342,0.7,88.5,0.15903545284914597,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",490660,[],610,466490,582,4.994787661234538
1663993032.5903308,0.1663079351413402,0.8,88.5,0.1533936002295882,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",491265,[],605,467066,576,4.9316681543986
1663993092.7198179,0.17358922944714983,0.75,88.5,0.15812088226869092,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",491866,[],598,467637,570,4.869849332173666
1663993152.8839164,0.1607804044431786,0.6,88.5,0.1465394474508687,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",492460,[],593,468204,562,4.880089632670084
1663993213.0373213,0.15954773869346733,0.82,88.5,0.328732747804266,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",493055,[],595,468770,568,4.826684315999349
1663993273.142352,0.16447461462310847,0.75,88.5,0.15839343798614056,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",493628,[],573,469316,544,4.699293899536133
1663993333.334072,0.16835585585585586,0.71,88.5,0.15458257074475573,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",494224,[],594,469882,566,4.824847157796224
1663993393.4443884,0.17066330107979244,0.81,88.5,0.15830061693774536,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",494834,[],603,470464,574,4.956103070576986
1663993453.6107159,0.16675969857661177,0.77,88.5,0.15601451297795144,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",495436,[],607,471036,578,4.941159947713216
1663993513.794992,0.162291169451074,0.75,88.5,0.4988066825775656,500,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",496039,[],599,471612,570,4.906266784667968
1663993573.9387634,0.16324562611930019,0.69,88.5,0.15346466455434632,501,"['192.168.22.212', '192.168.22.107', '192.168.22.13']",496624,[],587,472166,558,4.760499000549316
